date,time,age,confirmed,deceased
2020.6.3,0,70s,738,81
2020.6.3,0,80s,499,133
2020.6.4,0,0s,160,0
2020.6.4,0,10s,661,0
2020.6.4,0,20s,3193,0
2020.6.4,0,30s,1308,2
2020.6.4,0,40s,1537,3
2020.6.4,0,50s,2079,15
2020.6.4,0,60s,1445,39
2020.6.4,0,70s,744,81
2020.6.4,0,80s,502,133
2020.6.5,0,0s,161,0
2020.6.5,0,10s,663,0
2020.6.5,0,20s,3198,0
2020.6.5,0,30s,1310,2
2020.6.5,0,40s,1540,3
2020.6.5,0,50s,2086,15
2020.6.5,0,60s,1455,39
2020.6.5,0,70s,751,81
2020.6.5,0,80s,504,133
2020.6.6,0,0s,164,0
2020.6.6,0,10s,664,0
2020.6.6,0,20s,3200,0
2020.6.6,0,30s,1316,2
2020.6.6,0,40s,1551,3
2020.6.6,0,50s,2094,15
2020.6.6,0,60s,1464,39
2020.6.6,0,70s,759,81
2020.6.6,0,80s,507,133
2020.6.7,0,0s,165,0
2020.6.7,0,10s,670,0
2020.6.7,0,20s,3203,0
2020.6.7,0,30s,1322,2
2020.6.7,0,40s,1559,3
2020.6.7,0,50s,2105,15
2020.6.7,0,60s,1476,39
2020.6.7,0,70s,767,81
2020.6.7,0,80s,509,133
2020.6.8,0,0s,166,0
2020.6.8,0,10s,672,0
2020.6.8,0,20s,3208,0
2020.6.8,0,30s,1324,2
2020.6.8,0,40s,1564,3
2020.6.8,0,50s,2111,15
2020.6.8,0,60s,1487,39
2020.6.8,0,70s,770,81
2020.6.8,0,80s,512,133
2020.6.9,0,0s,166,0
2020.6.9,0,10s,672,0
2020.6.9,0,20s,3211,0
2020.6.9,0,30s,1326,2
2020.6.9,0,40s,1568,3
2020.6.9,0,50s,2121,15
2020.6.9,0,60s,1496,39
2020.6.9,0,70s,775,81
2020.6.9,0,80s,517,134
2020.6.10,0,0s,167,0
2020.6.10,0,10s,674,0
2020.6.10,0,20s,3217,0
2020.6.10,0,30s,1335,2
2020.6.10,0,40s,1569,3
2020.6.10,0,50s,2128,15
2020.6.10,0,60s,1512,39
2020.6.10,0,70s,782,81
2020.6.10,0,80s,518,136
2020.6.11,0,0s,168,0
2020.6.11,0,10s,677,0
2020.6.11,0,20s,3223,0
2020.6.11,0,30s,1345,2
2020.6.11,0,40s,1574,3
2020.6.11,0,50s,2137,15
2020.6.11,0,60s,1517,39
2020.6.11,0,70s,787,81
2020.6.11,0,80s,519,136
2020.6.12,0,0s,168,0
2020.6.12,0,10s,680,0
2020.6.12,0,20s,3234,0
2020.6.12,0,30s,1353,2
2020.6.12,0,40s,1575,3
2020.6.12,0,50s,2154,15
2020.6.12,0,60s,1530,40
2020.6.12,0,70s,789,81
2020.6.12,0,80s,520,136
2020.6.13,0,0s,168,0
2020.6.13,0,10s,681,0
2020.6.13,0,20s,3243,0
2020.6.13,0,30s,1354,2
2020.6.13,0,40s,1578,3
2020.6.13,0,50s,2163,15
2020.6.13,0,60s,1538,40
2020.6.13,0,70s,796,81
2020.6.13,0,80s,530,136
2020.6.14,0,0s,168,0
2020.6.14,0,10s,681,0
2020.6.14,0,20s,3251,0
2020.6.14,0,30s,1357,2
2020.6.14,0,40s,1584,3
2020.6.14,0,50s,2170,15
2020.6.14,0,60s,1546,40
2020.6.14,0,70s,797,81
2020.6.14,0,80s,531,136
2020.6.15,0,0s,170,0
2020.6.15,0,10s,681,0
2020.6.15,0,20s,3256,0
2020.6.15,0,30s,1362,2
2020.6.15,0,40s,1595,3
2020.6.15,0,50s,2176,15
2020.6.15,0,60s,1550,40
2020.6.15,0,70s,799,81
2020.6.15,0,80s,532,136
2020.6.16,0,0s,172,0
2020.6.16,0,10s,682,0
2020.6.16,0,20s,3259,0
2020.6.16,0,30s,1366,2
2020.6.16,0,40s,1599,3
2020.6.16,0,50s,2182,15
2020.6.16,0,60s,1558,40
2020.6.16,0,70s,805,81
2020.6.16,0,80s,532,137
2020.6.17,0,0s,174,0
2020.6.17,0,10s,683,0
2020.6.17,0,20s,3267,0
2020.6.17,0,30s,1380,2
2020.6.17,0,40s,1601,3
2020.6.17,0,50s,2189,15
2020.6.17,0,60s,1561,40
2020.6.17,0,70s,810,81
2020.6.17,0,80s,533,138
2020.6.18,0,0s,175,0
2020.6.18,0,10s,684,0
2020.6.18,0,20s,3277,0
2020.6.18,0,30s,1384,2
2020.6.18,0,40s,1607,3
2020.6.18,0,50s,2198,15
2020.6.18,0,60s,1574,40
2020.6.18,0,70s,817,81
2020.6.18,0,80s,541,139
2020.6.19,0,0s,175,0
2020.6.19,0,10s,686,0
2020.6.19,0,20s,3285,0
2020.6.19,0,30s,1393,2
2020.6.19,0,40s,1610,3
2020.6.19,0,50s,2210,15
2020.6.19,0,60s,1585,40
2020.6.19,0,70s,820,81
2020.6.19,0,80s,542,139
2020.6.20,0,0s,177,0
2020.6.20,0,10s,690,0
2020.6.20,0,20s,3294,0
2020.6.20,0,30s,1406,2
2020.6.20,0,40s,1618,3
2020.6.20,0,50s,2222,15
2020.6.20,0,60s,1598,40
2020.6.20,0,70s,823,81
2020.6.20,0,80s,545,139
2020.6.21,0,0s,177,0
2020.6.21,0,10s,691,0
2020.6.21,0,20s,3299,0
2020.6.21,0,30s,1416,2
2020.6.21,0,40s,1623,3
2020.6.21,0,50s,2230,15
2020.6.21,0,60s,1608,40
2020.6.21,0,70s,829,81
2020.6.21,0,80s,548,139
2020.6.22,0,0s,177,0
2020.6.22,0,10s,692,0
2020.6.22,0,20s,3302,0
2020.6.22,0,30s,1420,2
2020.6.22,0,40s,1624,3
2020.6.22,0,50s,2235,15
2020.6.22,0,60s,1610,40
2020.6.22,0,70s,830,81
2020.6.22,0,80s,548,139
2020.6.23,0,0s,180,0
2020.6.23,0,10s,692,0
2020.6.23,0,20s,3306,0
2020.6.23,0,30s,1429,2
2020.6.23,0,40s,1633,3
2020.6.23,0,50s,2244,15
2020.6.23,0,60s,1617,41
2020.6.23,0,70s,834,81
2020.6.23,0,80s,549,139
2020.6.24,0,0s,182,0
2020.6.24,0,10s,693,0
2020.6.24,0,20s,3309,0
2020.6.24,0,30s,1444,2
2020.6.24,0,40s,1644,3
2020.6.24,0,50s,2254,15
2020.6.24,0,60s,1622,41
2020.6.24,0,70s,836,81
2020.6.24,0,80s,551,139
2020.6.25,0,0s,183,0
2020.6.25,0,10s,696,0
2020.6.25,0,20s,3309,0
2020.6.25,0,30s,1453,2
2020.6.25,0,40s,1646,3
2020.6.25,0,50s,2260,15
2020.6.25,0,60s,1627,41
2020.6.25,0,70s,838,82
2020.6.25,0,80s,551,139
2020.6.26,0,0s,184,0
2020.6.26,0,10s,698,0
2020.6.26,0,20s,3317,0
2020.6.26,0,30s,1463,2
2020.6.26,0,40s,1651,3
2020.6.26,0,50s,2264,15
2020.6.26,0,60s,1633,41
2020.6.26,0,70s,839,82
2020.6.26,0,80s,553,139
2020.6.27,0,0s,185,0
2020.6.27,0,10s,700,0
2020.6.27,0,20s,3331,0
2020.6.27,0,30s,1473,2
2020.6.27,0,40s,1657,3
2020.6.27,0,50s,2269,15
2020.6.27,0,60s,1640,41
2020.6.27,0,70s,843,82
2020.6.27,0,80s,555,139
2020.6.28,0,0s,187,0
2020.6.28,0,10s,703,0
2020.6.28,0,20s,3343,0
2020.6.28,0,30s,1485,2
2020.6.28,0,40s,1667,3
2020.6.28,0,50s,2275,15
2020.6.28,0,60s,1653,41
2020.6.28,0,70s,846,82
2020.6.28,0,80s,556,139
2020.6.29,0,0s,190,0
2020.6.29,0,10s,704,0
2020.6.29,0,20s,3352,0
2020.6.29,0,30s,1490,2
2020.6.29,0,40s,1673,3
2020.6.29,0,50s,2280,15
2020.6.29,0,60s,1665,41
2020.6.29,0,70s,847,82
2020.6.29,0,80s,556,139
2020.6.30,0,0s,192,0
2020.6.30,0,10s,708,0
2020.6.30,0,20s,3362,0
2020.6.30,0,30s,1496,2
2020.6.30,0,40s,1681,3
2020.6.30,0,50s,2286,15
2020.6.30,0,60s,1668,41
2020.6.30,0,70s,850,82
2020.6.30,0,80s,556,139
2020.7.1,0,0s,192,0
2020.7.1,0,10s,710,0
2020.7.1,0,20s,3366,0
2020.7.1,0,30s,1509,2
2020.7.1,0,40s,1683,3
2020.7.1,0,50s,2302,15
2020.7.1,0,60s,1674,41
2020.7.1,0,70s,857,82
2020.7.1,0,80s,557,139
2020.7.2,0,0s,194,0
2020.7.2,0,10s,712,0
2020.7.2,0,20s,3374,0
2020.7.2,0,30s,1515,2
2020.7.2,0,40s,1685,3
2020.7.2,0,50s,2316,15
2020.7.2,0,60s,1686,41
2020.7.2,0,70s,864,82
2020.7.2,0,80s,558,139
2020.7.3,0,0s,196,0
2020.7.3,0,10s,722,0
2020.7.3,0,20s,3384,0
2020.7.3,0,30s,1525,2
2020.7.3,0,40s,1691,3
2020.7.3,0,50s,2323,15
2020.7.3,0,60s,1697,41
2020.7.3,0,70s,868,82
2020.7.3,0,80s,561,139
2020.7.4,0,0s,199,0
2020.7.4,0,10s,724,0
2020.7.4,0,20s,3396,0
2020.7.4,0,30s,1541,2
2020.7.4,0,40s,1699,3
2020.7.4,0,50s,2331,15
2020.7.4,0,60s,1706,41
2020.7.4,0,70s,870,82
2020.7.4,0,80s,564,140
2020.7.5,0,0s,202,0
2020.7.5,0,10s,727,0
2020.7.5,0,20s,3404,0
2020.7.5,0,30s,1550,2
2020.7.5,0,40s,1710,3
2020.7.5,0,50s,2338,15
2020.7.5,0,60s,1720,41
2020.7.5,0,70s,876,82
2020.7.5,0,80s,564,140
2020.7.6,0,0s,206,0
2020.7.6,0,10s,728,0
2020.7.6,0,20s,3411,0
2020.7.6,0,30s,1560,2
2020.7.6,0,40s,1716,3
2020.7.6,0,50s,2347,15
2020.7.6,0,60s,1724,41
2020.7.6,0,70s,878,83
2020.7.6,0,80s,567,140
2020.7.7,0,0s,207,0
2020.7.7,0,10s,730,0
2020.7.7,0,20s,3423,0
2020.7.7,0,30s,1566,2
2020.7.7,0,40s,1723,3
2020.7.7,0,50s,2354,15
2020.7.7,0,60s,1731,41
2020.7.7,0,70s,880,83
2020.7.7,0,80s,567,141
2020.7.8,0,0s,208,0
2020.7.8,0,10s,733,0
2020.7.8,0,20s,3434,0
2020.7.8,0,30s,1577,2
2020.7.8,0,40s,1738,3
2020.7.8,0,50s,2364,15
2020.7.8,0,60s,1736,41
2020.7.8,0,70s,886,83
2020.7.8,0,80s,568,141
2020.7.9,0,0s,210,0
2020.7.9,0,10s,737,0
2020.7.9,0,20s,3445,0
2020.7.9,0,30s,1584,2
2020.7.9,0,40s,1749,3
2020.7.9,0,50s,2373,15
2020.7.9,0,60s,1739,41
2020.7.9,0,70s,887,83
2020.7.9,0,80s,569,143
2020.7.10,0,0s,213,0
2020.7.10,0,10s,740,0
2020.7.10,0,20s,3455,0
2020.7.10,0,30s,1593,2
2020.7.10,0,40s,1754,3
2020.7.10,0,50s,2381,15
2020.7.10,0,60s,1742,41
2020.7.10,0,70s,890,83
2020.7.10,0,80s,570,144
2020.7.11,0,0s,214,0
2020.7.11,0,10s,740,0
2020.7.11,0,20s,3463,0
2020.7.11,0,30s,1599,2
2020.7.11,0,40s,1756,3
2020.7.11,0,50s,2389,15
2020.7.11,0,60s,1744,41
2020.7.11,0,70s,894,83
2020.7.11,0,80s,574,144
2020.7.12,0,0s,216,0
2020.7.12,0,10s,746,0
2020.7.12,0,20s,3467,0
2020.7.12,0,30s,1612,2
2020.7.12,0,40s,1761,3
2020.7.12,0,50s,2392,15
2020.7.12,0,60s,1753,41
2020.7.12,0,70s,895,84
2020.7.12,0,80s,575,144
2020.7.13,0,0s,219,0
2020.7.13,0,10s,750,0
2020.7.13,0,20s,3485,0
2020.7.13,0,30s,1627,2
2020.7.13,0,40s,1770,3
2020.7.13,0,50s,2396,15
2020.7.13,0,60s,1758,41
2020.7.13,0,70s,898,84
2020.7.13,0,80s,576,144
2020.7.14,0,0s,221,0
2020.7.14,0,10s,752,0
2020.7.14,0,20s,3491,0
2020.7.14,0,30s,1632,2
2020.7.14,0,40s,1773,3
2020.7.14,0,50s,2402,15
2020.7.14,0,60s,1762,41
2020.7.14,0,70s,902,84
2020.7.14,0,80s,577,144
2020.7.15,0,0s,222,0
2020.7.15,0,10s,753,0
2020.7.15,0,20s,3495,0
2020.7.15,0,30s,1640,2
2020.7.15,0,40s,1782,3
2020.7.15,0,50s,2411,15
2020.7.15,0,60s,1769,41
2020.7.15,0,70s,902,84
2020.7.15,0,80s,577,144
2020.7.16,0,0s,228,0
2020.7.16,0,10s,755,0
2020.7.16,0,20s,3508,0
2020.7.16,0,30s,1655,2
2020.7.16,0,40s,1791,3
2020.7.16,0,50s,2417,15
2020.7.16,0,60s,1775,41
2020.7.16,0,70s,905,86
2020.7.16,0,80s,578,144
2020.7.17,0,0s,231,0
2020.7.17,0,10s,756,0
2020.7.17,0,20s,3517,0
2020.7.17,0,30s,1669,2
2020.7.17,0,40s,1805,3
2020.7.17,0,50s,2425,15
2020.7.17,0,60s,1781,41
2020.7.17,0,70s,908,86
2020.7.17,0,80s,580,146
2020.7.18,0,0s,234,0
2020.7.18,0,10s,760,0
2020.7.18,0,20s,3527,0
2020.7.18,0,30s,1674,2
2020.7.18,0,40s,1814,3
2020.7.18,0,50s,2432,16
2020.7.18,0,60s,1781,41
2020.7.18,0,70s,909,86
2020.7.18,0,80s,580,146
2020.7.19,0,0s,237,0
2020.7.19,0,10s,762,0
2020.7.19,0,20s,3531,0
2020.7.19,0,30s,1684,2
2020.7.19,0,40s,1817,3
2020.7.19,0,50s,2435,16
2020.7.19,0,60s,1787,41
2020.7.19,0,70s,911,86
2020.7.19,0,80s,581,147
2020.7.20,0,0s,239,0
2020.7.20,0,10s,764,0
2020.7.20,0,20s,3539,0
2020.7.20,0,30s,1688,2
2020.7.20,0,40s,1821,3
2020.7.20,0,50s,2439,16
2020.7.20,0,60s,1788,41
2020.7.20,0,70s,911,87
2020.7.20,0,80s,582,147
2020.7.21,0,0s,240,0
2020.7.21,0,10s,765,0
2020.7.21,0,20s,3551,0
2020.7.21,0,30s,1696,2
2020.7.21,0,40s,1824,3
2020.7.21,0,50s,2444,16
2020.7.21,0,60s,1791,41
2020.7.21,0,70s,919,87
2020.7.21,0,80s,586,147
2020.7.22,0,0s,240,0
2020.7.22,0,10s,772,0
2020.7.22,0,20s,3559,0
2020.7.22,0,30s,1704,2
2020.7.22,0,40s,1834,3
2020.7.22,0,50s,2453,16
2020.7.22,0,60s,1802,41
2020.7.22,0,70s,925,87
2020.7.22,0,80s,590,148
2020.7.23,0,0s,240,0
2020.7.23,0,10s,776,0
2020.7.23,0,20s,3578,0
2020.7.23,0,30s,1707,2
2020.7.23,0,40s,1842,3
2020.7.23,0,50s,2465,16
2020.7.23,0,60s,1811,41
2020.7.23,0,70s,929,87
2020.7.23,0,80s,590,148
2020.7.24,0,0s,241,0
2020.7.24,0,10s,777,0
2020.7.24,0,20s,3581,0
2020.7.24,0,30s,1712,2
2020.7.24,0,40s,1848,3
2020.7.24,0,50s,2473,16
2020.7.24,0,60s,1822,41
2020.7.24,0,70s,933,88
2020.7.24,0,80s,592,148
2020.7.25,0,0s,242,0
2020.7.25,0,10s,778,0
2020.7.25,0,20s,3594,0
2020.7.25,0,30s,1750,2
2020.7.25,0,40s,1882,3
2020.7.25,0,50s,2487,16
2020.7.25,0,60s,1830,41
2020.7.25,0,70s,935,88
2020.7.25,0,80s,594,148
2020.7.26,0,0s,242,0
2020.7.26,0,10s,778,0
2020.7.26,0,20s,3598,0
2020.7.26,0,30s,1763,2
2020.7.26,0,40s,1897,3
2020.7.26,0,50s,2505,16
2020.7.26,0,60s,1835,41
2020.7.26,0,70s,936,88
2020.7.26,0,80s,596,148
2020.7.27,0,0s,243,0
2020.7.27,0,10s,779,0
2020.7.27,0,20s,3603,0
2020.7.27,0,30s,1770,2
2020.7.27,0,40s,1900,3
2020.7.27,0,50s,2506,16
2020.7.27,0,60s,1837,41
2020.7.27,0,70s,940,89
2020.7.27,0,80s,597,148
2020.7.28,0,0s,245,0
2020.7.28,0,10s,781,0
2020.7.28,0,20s,3607,0
2020.7.28,0,30s,1774,2
2020.7.28,0,40s,1907,3
2020.7.28,0,50s,2511,16
2020.7.28,0,60s,1840,41
2020.7.28,0,70s,941,90
2020.7.28,0,80s,597,148
